Engine Type of Tugboat,Engine Power of Tugboat(kW),Distance(nautical miles),Towing Speed of Tugboats(meters per second),Tow Type of the vehicle being towed ,Tow Size/weight of the vehicle being towed(tonnes),Wind Speed(meters per second),Current Speed of towed vehicle(meters per second),Wave Height(meters per second),Sea State(Significant Wave Height (SWH)),Water Depth(meters per second),Wind Direction,Maintenance History of the tugboat,Fuel Consumption(Litres),"Pilotage Point(latitude, longitude)","Berthing Point(latitude, longitude)","Waypoints which tugboat has to cover in its route (latitude, longitude)",Traffic (number of vehicles in the route)
Diesel-Electric,3000,15,8.68215533,Other,4292,0.422057682,0.462041668,0.830698004,0.50538115,11.93980155,S,Average,819.8969898,"(-48.46969201464337, -116.00636751679734)","(-61.17031350618731, -98.17730126514908)","[(32.284431973604356, 125.4291247305182), (13.134947248949715, 3.5848805972003674)]",91
Diesel,2000,26,6.055737361,Ship,9524,9.862456995,0.284798397,2.689270572,3.101311595,7.264601724,E,Average,1267.298343,"(0.024336698662992262, 33.08034898347458)","(66.72720795811458, -132.84843053458056)",[],37
Diesel-Electric,2000,46,7.478440795,Barge,9741,19.90518438,0.466437783,1.63949377,2.991296993,9.063096848,S,Poor,1662.116553,"(32.16145768696893, -37.897901462612055)","(4.841085847159377, 87.62346238308038)","[(-58.17517450055233, 78.51212565283424), (36.42167997313675, -5.810243132008026)]",47
Diesel-Electric,2000,14,3.906760013,Other,4446,18.2797098,1.112576692,0.626919576,2.09293755,10.32424617,E,Average,553.9892804,"(-84.6953053168089, 30.608626803046576)","(-78.73098987632855, -111.18374613878173)","[(-9.107112297183548, -11.018258629165842), (-8.4220473271412, 85.77189451314439), (25.752366931381502, 107.78591005659842), (-21.888457435846448, -116.773434453737)]",52
Diesel-Electric,2000,14,2.903040933,Barge,3763,19.84430756,0.821566739,1.188479223,4.140515067,19.73937535,E,Average,457.5851461,"(23.77186638492539, -127.04241184851963)","(71.2020188804741, 165.22912825393803)","[(-84.49819377909022, 6.222110987146834), (-51.510973054166264, 35.8974058622419)]",86
Diesel-Electric,3000,23,8.433040518,Barge,7259,11.48621689,0.184323289,2.280298758,1.056857082,9.21376013,NE,Good,1307.779796,"(16.589178993157503, 49.70277302094712)","(-43.70823673362679, -121.60550133356145)","[(-80.45759565076955, 144.25621845518464), (-86.33779577256392, -128.50618375764014)]",17
Diesel-Electric,3000,9,5.883474302,Ship,3101,18.78152005,0.960379126,2.900163749,2.32800296,18.88926559,S,Good,468.9538061,"(-26.256843296279335, 128.30411191655583)","(-43.351056702281795, 77.25196250004285)",[],43
Diesel-Electric,1000,8,3.701909474,Other,2231,15.62533104,1.786775337,2.791686332,0.87072908,5.53366206,SE,Poor,252.7152758,"(2.3434769715743045, -59.878122876058995)","(0.127392077109846, 61.756465717883316)","[(20.702346457103943, -6.216331834362933)]",49
Diesel,3000,23,8.181286096,Barge,7159,8.612000756,0.525624763,2.920021961,0.99745378,7.58921478,S,Average,1280.408741,"(-73.04724644301797, 17.103559984329593)","(20.09267985657037, -69.91855864204128)","[(-43.18439851425581, 163.62958607697635), (-83.98151673307824, -150.75072712824888)]",80
Diesel,3000,18,7.015594299,Barge,3517,4.389569137,1.389066169,0.02847631,0.585878725,5.778462864,W,Average,730.5420922,"(-71.49287753548089, -173.86535433109168)","(-36.21311879514523, -140.60365343179154)","[(60.744985912681756, -143.97815910673242), (-62.82968953450419, -135.1994051291471)]",56
Diesel-Electric,3000,36,4.995105472,Barge,2935,6.766428747,0.683732893,1.170586305,0.322695218,7.087108704,W,Poor,832.9713909,"(-30.16114981882857, -141.24183316543264)","(29.427649335793618, 150.9197011931372)",[],75
Diesel,2000,25,5.685538238,Ship,5503,10.65785719,1.369522164,0.217065104,1.611811672,16.38727911,SE,Average,834.5769119,"(-81.14613087768134, 50.076129731869315)","(43.36570455528192, 83.91140069534106)","[(63.403111572561755, 4.663270901553801), (72.21165079718068, -61.94516109780599)]",3
Diesel-Electric,2000,7,4.047470194,Other,6425,14.4547939,1.159498925,1.202560991,3.162413815,7.442259867,SW,Poor,699.1645827,"(10.903554330741116, 98.75552279732341)","(-40.74327844289573, 133.93597216929777)","[(-85.54976357075945, -35.77714859748704), (42.10488994750989, -2.9356266091077146), (-26.64509416600127, 132.6340777309798)]",17
Diesel,1000,40,7.946043274,Barge,1997,8.377759048,0.774960996,1.486807174,4.903596806,5.253957599,N,Average,517.541731,"(65.9102177653802, -75.8014018116672)","(-22.038414770876514, -29.971284527366464)",[],53
Diesel-Electric,1000,29,4.356986295,Ship,1961,19.0906306,1.687620524,1.674197726,3.118978689,14.00826052,SE,Good,322.4526026,"(53.0978078923651, 30.43476833883159)","(-55.52042175619354, 173.48422479206346)","[(-35.51797847704401, -92.63214640425885), (-40.58549088361285, 37.141971325311545), (-37.918941415719964, 63.236891461379315)]",32
Diesel,2000,28,8.447117276,Barge,2608,9.786984453,0.439713502,0.789256049,4.822079846,5.916948355,NE,Poor,733.8385674,"(22.18347061963732, -124.6274398703186)","(-83.80049501290172, -122.86716682025946)","[(-15.251157382613172, 9.253689683228686), (17.08003753314945, -88.4841827556219), (-57.65861518095487, -134.71107040008883), (-49.573125513064284, 96.29182432449721)]",97
Diesel-Electric,1000,38,9.283726468,Ship,2048,3.722332842,1.718330851,1.01924636,3.982981019,13.21375511,S,Good,557.5816058,"(-74.91180960374079, 87.34512356671218)","(18.227434446716373, -79.77737253844839)","[(17.610260957774713, 105.54148103020697), (75.5541899199118, -132.86012873738488), (-73.99247981059578, -62.90789658899453)]",34
Diesel,2000,22,3.511028792,Ship,7809,1.188195888,0.485695597,1.859420879,0.690361224,19.91731559,SW,Average,935.3852669,"(69.65744030459791, 165.44083271423887)","(25.546760468919643, -172.43986835221432)","[(-35.186948833107955, -162.87665692663984)]",39
Diesel-Electric,3000,13,9.723079047,Barge,4511,17.21448833,1.879583968,1.214933477,1.391663777,5.266133298,S,Poor,830.3000828,"(5.1187753922352925, 23.91937059632656)","(-72.64991149383494, 26.247493084405193)","[(-48.31385581422151, 134.91508353110606), (-73.35847093781997, -98.01499604191065), (-88.71790944158353, 150.91667883328336), (-84.23608039681034, 54.32586187372769)]",79
Diesel-Electric,3000,33,5.101749458,Other,5129,2.555880383,0.125159798,0.882697113,4.454470111,6.304333944,W,Good,1017.973196,"(18.559633825241235, -106.70571798332868)","(-58.64622414387125, -87.14340961024743)",[],3
Diesel,1000,4,7.313772691,Barge,7314,9.288043167,0.206246183,2.846438891,0.454368017,5.417680712,NE,Average,760.6550908,"(-22.051493626715725, 102.03637984049703)","(-10.808460890447762, -72.82466125506761)","[(9.218638369148223, -97.38985114506643)]",19
Diesel,3000,22,3.853814684,Ship,4068,17.71134259,1.027661236,1.320442151,0.097748681,9.008521451,NE,Average,661.1517692,"(-4.283334097266689, -100.45227471726459)","(63.89411211797187, 48.221749829756334)",[],71
Diesel-Electric,3000,15,5.49678084,Other,2692,10.14466363,1.008418519,1.254430721,3.937914701,15.41256758,S,Good,516.5551378,"(28.30439770787774, -14.641479058742817)","(57.79580141107019, 154.94074373430334)","[(83.68890165487903, -102.86004707117922), (-54.9358796497804, 80.91195206813433), (73.04310802461919, -165.74101216981242), (19.448149446293726, 0.28158460449870404)]",18
Diesel-Electric,3000,30,3.621442453,Other,1916,10.0238443,1.499067344,0.399075834,3.345259262,12.43973824,N,Average,517.5298208,"(86.97016937786759, 102.74135249418816)","(29.895081891522082, -104.3065161350449)",[],81
Diesel,1000,27,8.63882794,Other,5303,17.20723738,0.07966524,1.419932291,0.97244087,8.79710783,S,Good,763.5483544,"(-21.77967717126326, 29.524289120368707)","(10.47528172318988, -122.55487722337449)","[(6.8972917430477025, -59.31062486346603), (-42.715451185670226, 27.56066484796753), (-27.849766289377, -25.645574259124544), (-40.541017903675844, 157.35774024163004)]",3
Diesel-Electric,3000,38,2.075286371,Barge,9843,8.410191979,0.795166227,0.030208193,4.665291585,12.71026234,E,Average,1220.882646,"(5.843349713478688, -72.9131371454992)","(-48.998689095745675, -162.33791938709552)",[],33
Diesel,1000,39,7.869909676,Barge,7920,17.661514,0.505312008,1.416092401,3.162903371,17.66213925,N,Good,1098.926477,"(11.60038250972353, -123.68041220720603)","(-83.38218897330576, 87.5927105351443)","[(65.85915669845548, -8.429987434709147), (56.742763243180434, 144.1862210739812)]",62
Diesel-Electric,1000,4,4.75974351,Other,1633,19.50293748,1.735677574,2.866753204,2.543306181,6.865642074,W,Poor,182.338974,"(-48.1275304818381, 24.617739821188877)","(-2.615058512873617, -23.11271801942101)","[(49.875772392569445, 99.79821567475511), (13.43492523911604, 74.21514837794203)]",47
Diesel,1000,16,5.088200878,Ship,8592,14.59051803,1.215853523,1.071179009,0.650504203,16.97583365,W,Poor,940.611214,"(53.702756691289125, 122.19618341388332)","(-48.42821826939665, 98.92621488356059)",[],59
Diesel,2000,14,2.085024368,Ship,3101,14.1889893,1.851588002,2.709566419,1.059786532,15.2813002,SW,Good,368.4806823,"(33.60242729347277, -163.71073902570805)","(84.59218973697881, -123.52182420683552)",[],68
Diesel,1000,40,6.72452377,Ship,5245,13.67079709,1.501760925,0.549099114,1.161286785,5.555324603,NE,Poor,793.4809508,"(81.41182213310421, 18.758498050949584)","(-81.03840942648442, -84.82903924399527)","[(-48.46708357411038, 36.64667250950788), (-15.561597197515411, -36.75613530002849)]",10
Diesel,1000,47,5.41205662,Barge,7077,4.606041298,0.634922654,2.061811944,3.529255461,7.932526821,NE,Average,962.0666611,"(-7.42356340019839, -103.26224941800513)","(-19.845782189103915, 135.67170835923065)","[(-11.47694927103987, 64.34829930208733)]",33
Diesel-Electric,3000,20,3.597548335,Other,5587,0.700174905,1.07594592,2.630657426,1.358524471,7.284699134,NE,Good,774.5529001,"(10.584183797003547, -52.64887503916259)","(-76.30489630272135, 86.23420294611464)","[(1.156567395977575, -3.384935805938852), (-33.02802633623576, 15.636438702909317)]",4
Diesel-Electric,2000,49,3.036382997,Ship,9116,12.32513111,1.234852133,0.634420579,2.143127333,18.56412486,NE,Good,1209.165534,"(66.91856752908356, -68.98033469729478)","(-55.038253213181115, -54.96093483002669)",[],17
Diesel,3000,14,4.788063481,Barge,2099,1.897044783,1.434162564,0.43380395,2.496169158,17.1594412,W,Poor,410.9986662,"(-58.09924232904351, 172.2648138364218)","(51.65993658751165, 115.31423069451586)","[(-10.238695664193415, -70.0486224240695), (-84.58222305055634, 12.412637069521196)]",50
Diesel,2000,18,3.349349232,Barge,4601,5.886809207,1.774734847,0.254216133,4.901332132,19.9447671,E,Good,580.6765723,"(-44.68219611242915, -10.790088180313546)","(-79.92764220470126, 11.03695241219674)",[],47
Diesel-Electric,2000,42,2.65247097,Barge,6446,6.306658264,0.528601147,1.454676954,4.356079463,12.39267546,S,Good,867.4075614,"(-6.267715687236787, -63.85972993278942)","(83.93972150494432, -128.76174406805833)","[(-57.315552576855275, -106.16756282198043)]",19
Diesel-Electric,3000,11,7.486126794,Ship,7796,8.25446703,1.378566869,2.612656515,2.89655729,11.39284662,NE,Poor,1026.642184,"(-22.57645167541567, 44.824625850590365)","(45.220731242355185, 8.688207824936228)","[(68.51631365676951, -134.0601922479109), (-73.43842815113244, -51.58682262027193)]",48
Diesel-Electric,3000,24,5.938827168,Barge,6774,15.92741158,1.531454489,1.896642578,4.894024694,5.405714355,S,Poor,1104.995556,"(65.76485212900343, -37.287562686058095)","(4.23349101436915, -132.82558806508894)",[],38
Diesel-Electric,2000,38,7.6413502,Barge,9308,19.76339875,0.622659871,1.891898151,4.586669492,10.32015566,S,Good,1511.542615,"(29.647336016178897, -83.51457629206914)","(59.57079139146202, 3.06851514243246)","[(1.8398949914027867, -97.59209637834547), (66.70720718819328, -32.1276494266844)]",90
Diesel,1000,43,6.386860197,Barge,1717,0.636196414,1.182974609,2.499722087,3.400159967,15.69625484,S,Poor,446.3349885,"(-79.09149925548375, -48.52470846876423)","(66.78202070985327, 141.41753579005166)",[],42
Diesel-Electric,2000,28,5.979834391,Other,9370,6.684544303,1.804663553,2.284118168,3.610863525,18.03727712,NE,Good,1271.870726,"(-76.71312018083465, 79.34765401585582)","(-54.7997297204903, 153.8139263303445)","[(50.39742434961059, -47.843085894637255), (-63.73727367884432, -62.9549219108134), (3.484882919337039, -125.79844499762581), (21.129967254022574, -14.221316068078181)]",54
Diesel,2000,19,9.33895512,Other,2056,1.05081891,1.511716285,0.175358688,1.367434953,9.421229979,W,Good,560.4802946,"(86.29044710333898, -29.231001250045267)","(84.11661771121118, -5.433059525639521)","[(21.593339026379027, -33.50192610869482), (-82.20709496891078, -92.68892092096951), (-46.27150599264817, 113.3217346544314), (-45.362187242990984, -85.12428108325406)]",63
Diesel,2000,2,9.718237882,Ship,8798,12.01752542,1.40315422,2.127205898,3.924657135,13.82962723,NE,Good,918.6729515,"(-43.631913133431496, 48.895848829066324)","(34.91733435669758, 150.00082609678992)","[(-1.5518294624785653, 40.76536247108663), (41.65130831488747, 131.4310844244892), (25.54316179195193, 97.1133659976993)]",69
Diesel-Electric,2000,37,3.165715886,Other,7835,1.672615935,0.977019554,0.887895367,0.882835435,19.64487447,SW,Average,1017.762976,"(-84.27576193622643, -142.8188275246472)","(-30.41193830467399, -130.61127185659362)","[(-37.860951419431665, 21.7644704335803), (69.28780695947921, -20.92315186971291), (-83.18385137080726, 143.87996325363065)]",56
Diesel,1000,46,9.967248509,Ship,8240,11.6566669,1.484655314,1.609107738,2.521144257,10.90501894,E,Good,1282.493431,"(48.04529503115867, 73.16970078593636)","(-83.36890474543495, -22.002449647191867)","[(81.89808694877226, -31.296583689931367), (74.74175412071068, 97.05779149987791), (-17.554265094724542, 89.7562662080353), (-31.3853042970417, 39.18192363378873)]",69
Diesel,2000,49,7.638978549,Ship,7198,2.483144945,1.551361328,2.341087581,2.221426047,11.16729018,NE,Poor,1468.419898,"(-57.522035627732244, -142.50772035078978)","(-52.46133381229706, -116.49927889840083)","[(81.18611155647218, -97.19769416020898)]",8
Diesel,1000,10,3.840864316,Other,8671,2.266667498,1.692283068,1.024120224,3.039321816,11.18524496,W,Average,905.5086432,"(56.790505751393, 43.14495319979466)","(9.438609035345749, -71.12050263599664)","[(20.99857332722003, 40.685823249414796)]",7
Diesel-Electric,1000,48,9.011838228,Ship,9949,10.538275,1.937457727,0.200234566,1.818144915,11.80509487,S,Good,1427.468235,"(-20.57036858760938, -101.2523519697251)","(-86.89329704114385, -163.87995508606997)","[(-60.68849975492124, 169.820971721916), (84.34613679673876, -87.10956231193379), (-41.356024551565966, -29.077962264046818)]",89
Diesel,3000,21,9.378361267,Barge,1063,8.205241259,0.686623151,2.665761953,4.408784748,15.60806028,SW,Average,697.1367598,"(1.97763557734919, 114.92918389171365)","(-30.490630019028856, -22.12043894247313)","[(75.99472643085218, 106.95491790309359), (74.79161397328659, -71.85662460977267)]",70
Diesel,2000,9,8.026644772,Other,6367,18.10489319,0.109600952,1.156021904,4.751452695,5.618116613,SE,Good,781.1796059,"(0.24826564384080996, 144.02712874767388)","(82.79721380206541, 176.4663127486436)","[(89.3475026250662, 107.34142662373608), (-40.632644125176, 70.76768859840772), (-12.464432410989659, 78.86427949601301)]",6
Diesel-Electric,3000,27,5.703952308,Ship,2887,3.980260081,0.826938027,2.106099566,3.188372124,10.30511233,SW,Poor,750.7201369,"(-19.382842493928138, -98.73895763298724)","(57.986140123018714, -111.61846079850658)","[(32.561890842903125, -32.69411652852207), (23.0833397394142, -30.72762639212999)]",96
Diesel-Electric,3000,3,8.740518115,Other,6514,1.019356423,0.34443273,0.63735408,4.545222765,11.42869731,NE,Average,730.064663,"(83.30508548720749, 44.43672463332206)","(-32.77841911222575, 179.11600478959662)","[(26.804041667003304, -83.62983204391931), (-13.807089080572922, -34.2250259548276)]",81
Diesel-Electric,2000,32,2.289670862,Other,4662,5.908026536,1.621474104,2.143975114,0.34315717,17.11524311,W,Average,612.7389351,"(-54.959202277588176, -28.724640089763852)","(6.0931755413180895, -29.353077998793395)",[],48
Diesel,2000,4,6.053895829,Ship,2433,0.122427723,1.558503723,2.969914658,2.453875535,15.70991468,SW,Average,291.7311666,"(-85.25420983707328, -117.63647048400695)","(-71.96363497172928, 46.47535322656259)",[],47
Diesel-Electric,1000,9,3.596782689,Barge,4187,9.411516442,0.704365577,2.730943127,3.285424818,19.37489749,E,Poor,451.0710442,"(-44.11723845707242, -105.82387079183806)","(60.66265426399005, 106.20434438842881)","[(-1.8315810400623889, -178.0231955116995), (-75.46430133655906, -10.904572692995032)]",7
Diesel-Electric,1000,2,6.072842337,Other,8912,9.573371257,0.901911641,1.88647853,3.602375226,9.945245685,S,Poor,903.3456847,"(-37.18355717001411, 105.11410250456862)","(-79.18546708683172, 3.8101965866814)","[(59.26701336344604, 56.9703482507193)]",99
Diesel-Electric,2000,11,4.047318893,Barge,8971,7.729629865,0.279081453,2.170811912,0.411882379,5.419660858,N,Good,986.1410156,"(46.75728326115234, 25.245662329990182)","(44.66163532601894, -169.99851322517486)","[(70.9743181711836, -170.6061982001466)]",52
Diesel-Electric,2000,35,2.409541852,Ship,6549,19.5694128,0.987228399,1.109120166,1.689419199,16.71923202,E,Good,823.5679296,"(-44.775117635273006, -173.0491461408329)","(-61.26738948011355, -20.92735003310662)","[(89.15300097284245, -33.54749817321891), (68.10644067535799, 59.69702897160201), (67.18440678053881, 23.41194570802051)]",44
Diesel,2000,9,7.143870622,Other,1413,13.5423724,0.708944686,1.517631518,2.323037186,5.84861996,N,Good,269.8896712,"(-69.81209315730143, 50.146097383525614)","(3.196058460974598, 98.321142069036)","[(15.430077196191746, -52.805040142106776), (-36.008667232886445, -49.8142780985591)]",99
Diesel-Electric,3000,2,9.895652154,Barge,6461,15.46974816,1.740324138,2.120055176,2.231852811,15.396061,S,Good,705.4739129,"(-59.47756562622843, -61.611432998754594)","(-58.81121881594093, 85.57330942382941)","[(69.33383698392765, -116.08643378242078), (-89.04196689676785, -30.855253643665492)]",31
Diesel-Electric,1000,17,7.656889959,Barge,7232,12.57620173,1.012995871,0.526462794,3.251302522,17.48541715,SW,Poor,853.3671293,"(-54.78775481776328, -139.864692022702)","(16.715553345478583, 144.5830835282312)","[(-87.06457083014632, -153.5465669813185)]",23
